,Sample Name,Cт Mean,Category,Cт Mean actb,ΔCт Mean
0,16,22.57977104,CSD,25.75127983,-3.1715087900000007
1,23,23.94056892,CSD,21.08235168,2.858217240000002
2,14,19.91861153,CON,24.34915543,-4.4305439
3,24,23.83108521,CSD,21.84843063,1.982654580000002
4,15,20.956005100000002,CON,24.0932312,-3.1372260999999995
5,19,20.1890831,CSD,23.00081635,-2.8117332499999996
6,22,24.15373993,CON,21.63670731,2.517032620000002
7,20,20.18995857,CSD,24.42808914,-4.238130569999999
8,17,19.41947937,CON,24.25633621,-4.836856839999999
