,Sample Name,Cт Mean,Category,Cт Mean actb,ΔCт Mean
0,2,24.14420891,CON,25.41945648,-1.2752475700000012
1,1,23.31336212,CON,15.31031227,8.00304985
2,13,24.90884018,CSD,17.30965996,7.599180219999997
3,20,25.36629105,CSD,17.78211975,7.584171300000001
4,23,24.74526215,CSD,17.61995316,7.125308989999997
5,14,23.4076004,CON,18.48748016,4.920120239999999
6,24,24.01905823,CSD,17.59796524,6.421092989999998
7,21,25.69185066,CON,17.94937515,7.7424755099999985
